,service_id,store_id,category,merchant_name,merchant_address,store_name,store_address,longitude,latitude,specific
0,2094705476432891136,7307965617398606368,Coffee chains and Milk tea,Công Ty TNHH Cây Đào Đỏ,"257 Thống Nhất, Phường 11, Gò Vấp, Tp. HCM",I Love Kem Kinh Dương Vương,"127 Kinh Dương Vương , P.12  Q.6, Tp. HCM",,,Cafe
20,3469740592050032385,8441805907250926137,Mass Merchant,Nguyễn Thị Hồng Quyên,"122 Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",Bánh Canh Ghẹ Tươi,"122 Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",106.7388299,10.706003,Mass Merchant
22,3232333568492323330,6837397147393907004,Coffee chains and Milk tea,CN HÀ NỘI – Công ty TNHH Gongcha Việt Nam,"Số 63 Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Gong Cha Hoàng Đạo Thúy,"Tòa nhà 34T phố Hoàng Đạo Thúy,, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.81246090000002,21.0204944,Cafe
30,5689251315330117634,6490941503921000601,Mass Merchant,BUBBLE BEAR,"483 Hậu Giang, Phường 11, Quận 6, Thành Phố Hồ Chí Minh, VIỆT NAM",bubblebear483,MOMOHEV520181102,,,Mass Merchant
32,8556496424374803715,780530919347839340,Fast food,CÔNG TY TNHH PIZZA HUT VIỆT NAM,"Tầng 5, Toà nhà S123 Shophouse Saigon Pearl, số 92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",Pizza Hut Phan Xich Long,"93 Phan Xich Long, Phường 2, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",106.710965,10.800326,Fast food
57,805375962505978627,8872648247928254135,Fast food,CôNG TY TNHH DịCH Vụ THựC PHẩM Và GIảI KHáT VIệT NAM,"Lầu 5, Tòa nhà Sài Gòn Royal, 91  Pasteur, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Domino's Pizza Giảng Võ,"C4 Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội, VIỆT NAM",,,Fast food
84,9072059382294699011,7967765642527772782,Mass Merchant,LA GARE COFFEE,"447 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",lagarecoffee1,MOMOZ0IW20181114,106.666962,10.776023,Mass Merchant
86,7559692742087391493,7659625585733048513,Mass Merchant,THE KING COFFE,"30 Nguyễn Đình Chiểu, Đa Kao, Quận 1, Hồ Chí Minh",kingcoffee123,MOMO43WA20180423,106.6735416,10.7859882,Mass Merchant
88,1091190812284273157,6323339645647389900,Mass Merchant,CAFE BABA,"33 Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",CAFE BABA,"33 Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",105.83710259999998,21.0123495,Mass Merchant
90,6246455540529687045,604531271684439811,Mass Merchant,Cafe Bùi 1,"63B Nguyễn Khuyến, Phường Văn Miếu, Quận Đống Đa, Hà Nội, VIỆT NAM",cafebui631,MOMOJYIB20181017,105.8306606,21.0032249,Mass Merchant
91,7222321513225138182,7007379330806386509,Coffee chains and Milk tea,Effoc An Dương Vương,"435 An Dương Vương, Phường 3, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",effocadvuong,MOMO0T0920181114,,,Cafe
93,7301990929868186374,5494680444014187358,Mass Merchant,ALIFOODCORNER,"008-009 Lô T chưng cư  Ngô Gia Tự, Phường 2, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ALIFOODCORNER CC NGÔ GIA TỰ,"008-009 Lô T Chưng Cư Ngô Gia Tự, Phường 2, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6733813,10.7624208,Mass Merchant
95,6130594080009760775,8918389291500458238,Mass Merchant,BILUXURY NGUYỄN ÁI QUỐC,"1875 Nguyễn Ái Quốc, Phường Tân Tiến, Thành phố Biên Hòa, Đồng Nai, VIỆT NAM",biluxurynguyenaiquoc,MOMOLDIG20181228,,,Mass Merchant
111,9045274477408763399,2821745424997075775,Mass Merchant,thealleyhotungmau,"114 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleyhotungmau,MOMO7JMY20181105,105.8427815,21.0433059,Mass Merchant
127,4545526623053894407,2593451281685614696,Restaurant,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ TRÚC ANH	,"42 Trần Văn Khéo , Phường Cái Khế, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",DON CHICKEN Trân Văn Khéo,"42 Trần Văn Khéo, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ, VIỆT NAM",106.6733813,10.7624208,chicken
129,3552555863717876743,8117089422581323395,Mass Merchant,Bánh Cuốn Tây Sơn,"132 Phạm Văn Đồng, Phường 3, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",Bánh Cuốn Tây Sơn,"44 Trương Công Định, phường 14, Tân Bình, Hồ Chí Minh, Việt Nam",106.682942,10.79524,Mass Merchant
133,4627806457648007688,6314189829115489867,Mass Merchant,VUA TÀO PHỚ,"50 Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội, VIỆT NAM",VUA TÀO PHỚ,"110 Đào Tấn, Phường Phúc Xá, Quận Ba Đình, Hà Nội, VIỆT NAM",,,Mass Merchant
135,8421950360944077064,5279137210118216101,Restaurant,CÔNG TY LIÊN DOANH TNHH KFC VIỆT NAM,"Số 292 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",KFC Quang Trung Hà Đông,"484 Quang Trung, P.La Khê, Q.Hà Đông, Hà Nội",,,chicken
174,7006999597222169608,5412916634862308739,Coffee chains and Milk tea,My Life Coffee 160 Nguyễn Cư Trinh,"160 Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",mlcnct,MOMOS0V620180507,106.690441,10.825447,Cafe
186,6813810437735499528,8211066546836965925,Mass Merchant,CƠM NIÊU THIÊN LÝ - Nguyễn Đình Chiểu,"16 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",comnieu2,MOMOYOJI20180809,106.68579640000002,10.771197099999998,Mass Merchant
194,3877919560489393161,1496197246305038486,Mass Merchant,ROYAL RICE & BUNBAR,"40 Đặng Thị Nhu, Phường Nguyễn Thái Bình, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",ROYAL RICE & BUNBAR,"40 Đặng Thị Nhu, Phường Nguyễn Thái Bình, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
196,3797980347767515401,6363652732867312230,Coffee chains and Milk tea,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",HCM-222 Bùi Viện,"222 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Cafe
219,466122145409001993,2822463503541994492,Mass Merchant,PHỞ VIỆT NAM,"66 Trần Quốc Toản, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",phovietnam1,MOMOG5GV20181127,106.6926962,10.7712649,Mass Merchant
220,3357730268712656651,4805393640823166031,Mass Merchant,Gà Ác Vĩnh Quý Quận 7,"510Bis Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",advinhquyq7,MOMO7TSS20181101,106.69481100000002,10.783691,Mass Merchant
222,905706459541087244,518985245610880186,Mass Merchant,Gà Ác Vĩnh Quý ,"776 Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",Gà Ác Vĩnh Quý - Phú Nhuận,"776 Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",105.793413,21.008374,Mass Merchant
224,1691048167182528780,4881978455872540189,Mass Merchant,HÀ NGỌC THU HIỀN,"412/1,412/3,412/5 Lê Văn Việt, Khu Phố 7, Phường Tăng Nhơn Phú A, Quận 9, Thành Phố Hồ Chí Minh, VIỆT NAM",TRÀ SỮA HOT&COLD - VHM,"11 SƯ VẠN HẠNH, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
241,1023280480942069518,1155475283193365728,Mass Merchant,Nem Nướng Oanh Vy,"245/4 nguyễn thị minh khai, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",nemnuongoanhvy,MOMOEFWW20180614,106.6960244,10.7719047,Mass Merchant
243,7635373549852617486,817142716531128615,Mass Merchant,Tổng Hợp Việt 1,"334 Cao Thắng, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",tonghopviet1,MOMO4Y6X20181125,,,Mass Merchant
247,6472234742928442639,322866929283630834,Mass Merchant,ATM STREET COFFEE,"167/2  Sư Phạm Hạnh, Phường 3, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",atmstreetcoffee1,MOMOFDC020180822,105.8560127,21.0331371,Mass Merchant
249,2566362126491332623,2543374150794859197,Mass Merchant,CÔNG TY TNHH MỘT THÀNH VIÊN LAVIDA COFFEE AND TEA,"113 PHAN XÍCH LONG, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",LAVIDA COFFEE AND TEA 03-07 TRẦN QUỐC TOẢN,"03-07 trâng quốc toản, Phường 8, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.736409,10.804286,Mass Merchant
261,2651480655471329551,1541123254620768047,Mass Merchant,Bamboo Dimsum Aeon Mall Bình Dương,"Số 1 Đại Lộ Bình Dương Khu Phố Bình Giao, Phường Thuận Giao, Thị xã Thuận An, Bình Dương, VIỆT NAM",bambooaeonbinhduong,MOMOUBWL20180726,105.8309694,21.0161376,Mass Merchant
282,3269274051670598927,49551193210428926,Restaurant,Công ty cổ phần thương mại Nhật Thái,"Vincom Center, Tầng hầm B3-28F, 45A Lý Tự Trọng, Bến Nghé, Quận 1, Hồ Chí Minh",Coca  Vincom B ,"B3-28F, Vincom B Center, 45A Ly Tu Trong, Dist.1, HCMC.",,,asian
288,9181422185636075279,7824096065976301151,Coffee chains and Milk tea,Gong Cha Lý Thường Kiệt,"56 Lý Thường Kiệt, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",2238,MOMO2D0W20181030,106.668726,10.7813116,Cafe
290,7217455669218222351,2230887186680152293,Coffee chains and Milk tea,CÔNG TY TNHH VIETART FOOD & BEVERAGE,"343 Trần Nguyên Đán, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng, VIỆT NAM",Sharetea 3/2,"Lô 33-34 2/9, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng, VIỆT NAM",106.69512,10.779998,Cafe
292,2668036139076462607,825550025383856222,Restaurant,CÔNG TY CP ĐT TM QT MẶT TRỜI ĐỎ (TP HÀ NỘI),"208 Nam Kỳ Khởi Nghĩa, Phường6, Quận 3, TP.HCM",Hotpot Story Vivo City (0055),"GH 04-05A, TTTM SC Vivocity,số 1058 Nguyễn Văn Linh, KP1, P. Tân Phong, Q.7",,,hotpot
317,946180032524845328,5547027203754879852,Fast food,CÔNG TY TNHH KẾT NỐI KHÔNG GIAN,246/9 Bình Quới - Phường 28 - Quận Bình Thạnh - TP Hồ Chí Minh.,ICOOLBOX CGVVincom Bà Triệu 1,"191 Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",106.6840129,10.786586,Fast food
336,8894244506110084880,8326290601255147340,Mass Merchant,Pizza Chảo 414 Đội Cấn,"414 Đội Cấn, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội, VIỆT NAM",pizzachao4123,MOMOF9LG20180621,106.626632,10.813266,Mass Merchant
338,2906553735390061840,9100756562792647110,Mass Merchant,CỬA HÀNG ĂN UỐNG SỐ 12,"12 Đồng Nai, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",cuahanganuongso121,MOMO0OPW20181102,106.67865159999998,10.7678127,Mass Merchant
340,521630549682136336,4646581228844495345,Coffee chains and Milk tea,Chewy Junior Trần Quang Diệu,"19 Trần Quang Diệu, Phường 14, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",chewytranquangdieu,MOMOT0EB20180628,,,Cafe
342,1161222413519607568,6078117618508315404,Mass Merchant,HỘ KINH DOANH MÌ QUẢNG 3 ANH EM,"193 Cách Mạng Tháng 8, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",MÌ QUẢNG 3 ANH EM 193 CMT8,"193 Cách Mạng Tháng 8, Phường 4, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",106.7039269,10.7721509,Mass Merchant
344,1045617830876991761,5608594123270500634,Mass Merchant,CÔNG TY TNHH DỊCH VỤ TIÊN TÂM,"29 LÊ ANH XUÂN, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",NHÀ HÀNG ELEVEN,"29 lê anh xuân, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6681101,10.7742506,Mass Merchant
346,5572251577044109331,2756308763787969774,Mass Merchant,THE ALLEY,"539 Sư Vạn Hạnh (nd), Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleysuvanhanh1,"539 Sư Vạn Hạnh (nd), Phường 13, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
348,4474770828003663379,6054057789083581588,Coffee chains and Milk tea,Gong Cha Quang Trung,"Tầng trệt CoopMart Quang Trung, 304A Quang Trung, Phường 11, Quận Gò Vấp, Thành Phố Hồ Chí Minh, VIỆT NAM",8578,MOMOCSBR20181029,,,Cafe
369,3930568325289511699,2425270690171757788,Mass Merchant,Nhà hàng Hoa Sen ( lotus cafe),"9 Đào Duy Anh, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",Nhà hàng Hoa Sen 1 ( lotus cafe) ,"9  Đào Duy Anh, Phường Phương Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",,,Mass Merchant
371,913123953496470035,4083301282811853346,Mass Merchant,LiBB House Coffee & Tea,"198B  Nguyễn Kim, Phường 6, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",libbhouse123,MOMOER8C20180829,105.8029221,21.0083109,Mass Merchant
373,3811078734948900116,3060377769010395548,Fast food,Sawadee Quận 10,"388 Nguyễn Chí Thanh, Phường 5, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",sawadeenct,MOMO5FU220180827,106.68955359999998,10.7975269,Fast food
375,6209364856195916309,3589247407548585946,Mass Merchant,1st GARDEN CAFE & BISTRO,"Lầu 3, 26 Lý Tự Trọng, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",1ST GARDEN CAFE&BISTRA,"LẦU 3 SỐ 26 LÝ TỰ TRỌNG, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
377,1188081138098976021,1951767277531320012,Mass Merchant,KHOAI LANG LẮC,"SỐ 98A ĐƯỜNG SỐ 1, Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",khoailanglac1,MOMOVBAV20181124,106.7187626,10.8035802,Mass Merchant
379,441054968299719702,7156377329232808811,Mass Merchant,CV GAMING & COFFEE,"23 Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",CV GAMING & COFFEE,"23 Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6709111,10.7711026,Mass Merchant
381,7549210150399079702,3181081454660562065,Mass Merchant,BÚN CÁ 164 Ô CHỢ DỪA,"164  Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",bunca1641,"164 Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",105.836747,21.026716,Mass Merchant
383,633626781599368982,7241007355383079410,Mass Merchant,CỬA HÀNG TÚ LINH,"19 Hàng Điều, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",Cửa hàng Tú Linh 1,"19 Hàng Điếu, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",105.852774,21.0193629,Mass Merchant
385,5813181484015283222,4578788207277615775,Mass Merchant,Koi Cafe Spa 646,"646 Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",KOI Coffee,"646 Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",106.687347,10.7891746,Mass Merchant
387,6835189764919746072,4132762970393719878,Mass Merchant,B59 COFFEE,"370  Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",B59 Coffee,"Số 11 Đường Thanh Niên, Phường Quán Thánh, Quận Ba Đình, Hà Nội",,,Mass Merchant
393,7600023406352101656,2033297345442553619,Mass Merchant,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ LARINA,"453 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",LŨY BÁN BÍCH,"713 Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM",105.824386,21.003327,Mass Merchant
397,7147576413666439448,8466767084322056430,Mass Merchant,Nhà thuốc Việt Dũng,"Số 26 Ngõ 151A Thái Hà, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",nhathuocvd1,MOMOHTVK20181023,106.6770033,10.8273755,Mass Merchant
398,4595112376248466200,8573678259839858841,Restaurant,Trống Cơm –Estella Place,"Tầng 8, Estella Place, 88 Song Hành, An Phú, Quận 2, Hồ Chí Minh, Việt Nam",tep,MOMO2BYY20190326,106.7196014,10.7482233,vietnamese
410,2632452905725643033,6829067633582950765,Mass Merchant,huongnguyencoffee1,"284/4/2 Lý Thường Kiệt, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",huongnguyencoffee1,MOMOKWZQ20181024,105.7923394,20.979644600000004,Mass Merchant
411,896239053579162138,3284161041390944683,Mass Merchant,Thập Cẩm Canh Ma La - Tang 1,"17C Hàm Long, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",thapcamcanh1,MOMOU5CV20181124,105.9494248,21.1689215,Mass Merchant
413,1258129089952486938,2306229402365819138,Mass Merchant,Newborns Vietnam,"18/879 La Thành, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Newborns MUC 2019,Chân thành cảm ơn bạn đã cùng chúng tôi cứu sống 10.000 trẻ sơ sinh mỗi năm!,106.706847,10.758654,Mass Merchant
415,1304915546221196826,1189951701747396389,Mass Merchant,Ốc ăn vặt Thành Công,"104 A5 Tập thể Thành Công Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội, VIỆT NAM",Ốc ăn vặt Thành Công,"104 A5  Tập thể Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội, VIỆT NAM",106.7239272,10.7378779,Mass Merchant
417,6959023445664812314,5691686776240831559,Mass Merchant,CÔNG TY TNHH XUẤT NHẬP KHẨU THƯƠNG MẠI AN MINH,"Số 20, ngõ 145 Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội",f5fruitshop2,"95 Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội, VIỆT NAM",106.687731,10.799976,Mass Merchant
421,5944907827980751130,6591796615431037061,Shopping,Oz Hoa Lan (Routine),"11-13-15 Hoa Lan, Phú Nhuận, Hồ Chí Minh, Việt Nam",HCM05,MOMO7LTG20190329,,,Shopping
423,2930306563080904218,4172328365798307147,Coffee chains and Milk tea,Trà sữa Chamichi Trường Sa,"312 Trường Sa, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",5108,MOMOTQTU20181022,,,Cafe
425,2950673307605020187,1428966070960278343,Restaurant,Chi Nhánh Công Ty CP Alfresco's Á Châu,"8/54 -56-58 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",Al Fresco's Vạn Hạnh Mall,"11 Sư Vạn Hạnh, Phường 12, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.699013,10.802677,western
427,3893968759609682715,6435390054467534893,Mass Merchant,Pháo Cafe,"188 Thái Thịnh, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",phaocafe1,MOMOLAKT20181027,106.6597338,10.9705987,Mass Merchant
431,7608564882640589084,646880886373206453,Mass Merchant,THE ALLEY HỒNG BÀNG,"493 Hồng Bàng, Phường 14, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleyhongbang1,MOMODIXC20181101,106.685896,10.7781288,Mass Merchant
433,2486766860431340829,5845552758929852084,Mass Merchant,MÌ QUẢNG 3 ANH EM -117 NGUYỄN GIA TRÍ,"117 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",miquang123,MOMOVMOQ20181006,,,Mass Merchant
435,3771801775643244829,8724625073405159732,Coffee chains and Milk tea,Công Ty TNHH Passio,"15F Nguyễn Thị Minh Khai, Bến Nghé, Quận 1, Hồ Chí Minh",Passio - 199 Điện Biên Phủ,"199 Điện Biên Phủ, Phường 6, Quận Bình Thạnh, Thành Phố Hồ Chí Minh, VIỆT NAM",105.84778500000002,20.983487,Cafe
455,5996685943079716381,5012562935269269895,Mass Merchant,DADDY PARIS,"223 Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội, VIỆT NAM",daddyparis142,"142 Trung Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",,,Mass Merchant
459,2976045368419517725,3489734833602344912,Coffee chains and Milk tea,Công Ty TNHH Paris Baguette Việt Nam,"Số 01 Cao Thắng, Phường 2, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",Paris Baguette Scenic Valley 2,"B0.03, Khối nhà B Khu phố Scenic Valley 2 (Lô MD4-4), Phường Tân Phú, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8230941,21.008364,Cafe
471,1746255898961407518,3071992577596393063,Mass Merchant,Mizusawa 1,"68 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",mizusawa1,MOMOXMCA20180921,106.7165252,10.7482756,Mass Merchant
473,7887751739049043230,3161046717067114339,Coffee chains and Milk tea,LUÂN THẢO,"982 Cách Mạng Tháng 8, phường 05, Quận Tân Bình, TPHCM",TocoToco Cách mạng tháng 8,"982 Cách Mạng Tháng 8, phường 05, Quận Tân Bình, TPHCM",105.7789657,21.0145173,Cafe
475,100459171840484639,1376649113973554247,Mass Merchant,Sumo Steak 1,"30 Nguyễn Hữu Huân, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",sumosteak1,MOMOFOZX20181128,106.7155735,10.8101905,Mass Merchant
477,5254920233222510111,5205852676321353372,Mass Merchant,TÙNG BOOK COFFEE,"Số 6 ngõ 71 Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",tungbook1,"số 6 ngõ 71 Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",105.817827,21.0113375,Mass Merchant
479,8532453824534521631,8195782436963691781,Mass Merchant,Công Ty Trách Nhiệm Hữu Hạn SAVOR Việt Nam ,"Số 108 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Savor 187 Đội Cấn,"187 Đội Cấn, Ba Đình, Hà Nội, Việt Nam",,,Mass Merchant
499,5561294982351160096,5689067350520316668,Mass Merchant,HAHA CHICKEN,"111D11 thái thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội, VIỆT NAM",HAHA CHICKEN,"111D11 Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội, VIỆT NAM",106.6815201,10.7548033,Mass Merchant
501,5740558382180822560,2029453691248989883,Mass Merchant,TRÂN CHÂU ĐƯỜNG ĐEN 1992 - 320 TRẦN VĂN ĐANG,"320 Trần Văn Đang, Phường 11, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",tranchau1992123,MOMOBLXH20181015,,,Mass Merchant
502,3497215282199771681,2616029047975092659,Mass Merchant,Trà Sữa Hefkcha,"Số 71 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Trà Sữa Hefkcha,"71 Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",106.6440126,,Mass Merchant
504,6455373417544269857,3608423139184012147,Mass Merchant,D.A.T,"148 Trường Chinh, Phường 12, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",THE ALLEY LÊ VĂN SỸ,"182A Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8686517,,Mass Merchant
508,5101756719615476258,5679518349534162602,Mass Merchant,THE ALLEY QUẬN 2,"17 Mai Chí Thọ, Phường Bình Khánh, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",thealleyquan21,"17 Mai Chí Thọ, Phường Bình Khánh, Quận 2, Thành Phố Hồ Chí Minh, VIỆT NAM",105.848966,,Mass Merchant
510,3402112950160040738,9213368089344421131,Mass Merchant,Quán Khói 1,"Ngõ 360 Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",quankhoi1,MOMOAI4A20181111,105.8342379,21.0082508,Mass Merchant
511,8902169816698075683,7352352893535959163,Mass Merchant,ĐẠI BIỂN DƯƠNG,"133 Nguyễn Văn Cừ, Phường 2, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",THE ALLEY NGUYỄN VĂN CỪ,"133 Nguyễn Văn Cừ, Phường 12, Quận 5, Thành Phố Hồ Chí Minh, VIỆT NAM",106.647464,10.793008,Mass Merchant
513,8604760745999833635,2331892616485878096,Mass Merchant,Chè Và Trà Sữa Đài Loan Blackball,"62 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Chè Và Trà Sữa Đài Loan Blackball,"62 Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",106.7394326,10.6966566,Mass Merchant
515,1594271052652957220,7692680777571749969,Mass Merchant,Royal Tea 379 Trường Chinh,"379 Trường Chinh, Phường Trung Liệt, Quận Đống Đa, Hà Nội, VIỆT NAM",ROYAL TEA,"30 Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội, VIỆT NAM",106.663405,10.7635442,Mass Merchant
517,1541760682999376676,4476055643856456781,Mass Merchant,Apsara Cafe1,"Số 1 Phạm Ngũ Lão, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",apsaracafe1,MOMOVTBV20181124,,,Mass Merchant
